Order ID,Customer ID,Order Date,Product,Category,Sub-Category,Region,State,Sales,Profit
CA-2024-907655,CUST-43361,2024-09-15,Premium Copy Paper A4,Office Supplies,Paper,West,Oregon,32.68,4.67
CA-2023-479504,CUST-74041,2023-01-21,Epson EcoTank Pro,Technology,Machines,West,California,1149.7,320.23
CA-2023-844149,CUST-38602,2023-08-20,Canon ImageCLASS,Technology,Copiers,West,Oregon,70.09,13.32
CA-2025-777974,CUST-73936,2025-07-28,Epson EcoTank Pro,Technology,Machines,West,California,553.49,230.67
CA-2024-970020,CUST-86816,2024-10-25,Cricut Maker 3,Technology,Machines,South,Virginia,177.13,57.31
CA-2024-551122,CUST-74027,2024-02-03,3-Ring Binder 2-inch,Office Supplies,Binders,Central,Texas,5.95,1.96
CA-2025-545377,CUST-45144,2025-07-09,Presentation Folder Pack,Office Supplies,Binders,Central,Indiana,47.95,0.66
CA-2023-223257,CUST-88040,2023-06-18,Rubber Bands Premium,Office Supplies,Fasteners,East,Pennsylvania,77.14,31.78
CA-2023-109503,CUST-79519,2023-12-17,Industrial Metal Bookshelf,Furniture,Bookcases,South,Florida,663.06,247.9
CA-2023-515384,CUST-55000,2023-07-02,Push Pins Colorful,Office Supplies,Fasteners,East,New York,13.04,2.7
CA-2026-985421,CUST-74946,2026-04-10,Epson EcoTank Pro,Technology,Machines,South,Georgia,682.01,129.62
CA-2023-661931,CUST-86272,2023-02-08,HP LaserJet Pro Copier,Technology,Copiers,Central,Wisconsin,104.93,-1.35
CA-2023-158005,CUST-67941,2023-07-22,Cardstock Heavyweight,Office Supplies,Paper,West,Oregon,63.58,12.22
CA-2025-743534,CUST-74028,2025-02-08,Presentation Folder Pack,Office Supplies,Binders,South,North Carolina,12.35,-0.31
CA-2024-166912,CUST-77260,2024-02-25,Rubber Bands Premium,Office Supplies,Fasteners,South,Tennessee,9.43,-1.59
CA-2023-680735,CUST-19496,2023-04-18,HP LaserJet Pro Copier,Technology,Copiers,East,New York,546.47,85.27
CA-2026-758441,CUST-78056,2026-06-01,Cricut Maker 3,Technology,Machines,South,North Carolina,88.31,29.13
CA-2025-531116,CUST-77695,2025-07-25,Cricut Maker 3,Technology,Machines,East,Pennsylvania,737.94,272.2
CA-2025-986514,CUST-46751,2025-11-09,Push Pins Colorful,Office Supplies,Fasteners,South,Tennessee,10.99,3.23
CA-2026-999607,CUST-28313,2026-03-01,Industrial Metal Bookshelf,Furniture,Bookcases,Central,Wisconsin,5.47,-0.11
CA-2025-389910,CUST-25379,2025-07-29,Compact Refrigerator,Office Supplies,Appliances,East,Ohio,8.02,0.61
CA-2023-981718,CUST-33225,2023-12-02,Floor Rug Geometric,Furniture,Furnishings,East,Pennsylvania,235.42,-30.28
CA-2024-424683,CUST-52092,2024-10-25,Conference Table Mahogany,Furniture,Tables,Central,Indiana,187.07,22.35
CA-2024-367613,CUST-91580,2024-03-07,Sticky Notes Neon,Office Supplies,Paper,Central,Texas,25.89,7.49
CA-2026-702272,CUST-85564,2026-02-15,Apple Pencil,Technology,Accessories,West,Colorado,468.23,177.36
CA-2023-507688,CUST-67418,2023-03-19,Desk Lamp LED,Furniture,Furnishings,Central,Indiana,117.45,8.85
CA-2024-183369,CUST-33284,2024-07-16,Binder Clips Assorted,Office Supplies,Fasteners,South,Tennessee,88.01,-14.81
CA-2023-352164,CUST-35279,2023-02-18,Coffee Table Pine,Furniture,Tables,East,Pennsylvania,605.3,0.39
CA-2025-574013,CUST-55603,2025-09-11,Conference Table Mahogany,Furniture,Tables,West,Colorado,85.61,-11.12
CA-2023-586799,CUST-27015,2023-09-27,Industrial Metal Bookshelf,Furniture,Bookcases,Central,Wisconsin,83.04,6.75
CA-2024-905113,CUST-50785,2024-08-18,Premium Copy Paper A4,Office Supplies,Paper,West,Washington,28.83,3.45
CA-2025-215359,CUST-24289,2025-12-29,Coffee Maker Espresso,Office Supplies,Appliances,South,Tennessee,7.42,-0.97
CA-2023-351924,CUST-28745,2023-06-14,Autonomous ErgoChair,Furniture,Chairs,South,Georgia,58.05,-2.63
CA-2023-550930,CUST-28322,2023-11-01,OnePlus 12,Technology,Phones,West,California,85.85,6.17
CA-2024-888768,CUST-29446,2024-08-20,Epson EcoTank Pro,Technology,Machines,Central,Texas,211.99,40.37
CA-2023-942150,CUST-56760,2023-02-12,Herman Miller Aeron,Furniture,Chairs,East,Pennsylvania,170.75,21.96
CA-2023-720399,CUST-86943,2023-04-08,Bubble Mailers padded,Office Supplies,Envelopes,East,Massachusetts,7.89,2.47
CA-2024-248066,CUST-58777,2024-07-24,Notebook Spiral,Office Supplies,Paper,West,Oregon,13.1,4.7
CA-2023-303127,CUST-15774,2023-08-02,HP LaserJet Pro Copier,Technology,Copiers,West,Arizona,123.01,10.05
CA-2025-642777,CUST-16823,2025-09-27,Autonomous ErgoChair,Furniture,Chairs,East,New York,29.72,-5.38
CA-2025-121253,CUST-28658,2025-10-08,Air Purifier HEPA,Office Supplies,Appliances,Central,Michigan,26.54,-0.42
CA-2024-958379,CUST-12551,2024-12-09,Picture Frame Set,Furniture,Furnishings,West,Arizona,359.17,-43.03
CA-2025-271918,CUST-31038,2025-06-23,Floor Rug Geometric,Furniture,Furnishings,East,Massachusetts,302.6,-46.09
CA-2024-924143,CUST-94742,2024-01-21,Bubble Mailers padded,Office Supplies,Envelopes,South,Georgia,13.32,6.66
CA-2025-820391,CUST-99087,2025-10-11,3D Printer Ender 3,Technology,Machines,Central,Indiana,645.97,163.37
CA-2024-495807,CUST-15906,2024-01-01,3D Printer Ender 3,Technology,Machines,East,New York,221.35,6.37
CA-2026-650458,CUST-77065,2026-01-30,Crayola Colored Pencils,Office Supplies,Art,Central,Michigan,38.73,8.8
CA-2025-361501,CUST-34217,2025-07-18,Autonomous ErgoChair,Furniture,Chairs,Central,Indiana,493.29,39.62
CA-2023-222232,CUST-91835,2023-07-30,Presentation Folder Pack,Office Supplies,Binders,West,Arizona,21.96,8.5
CA-2026-633634,CUST-56037,2026-06-03,Coffee Table Pine,Furniture,Tables,Central,Indiana,442.14,3.09
CA-2024-827346,CUST-55096,2024-06-29,Heavy Duty Binder,Office Supplies,Binders,South,Florida,30.73,2.58
CA-2025-237488,CUST-91557,2025-06-14,3D Printer Ender 3,Technology,Machines,East,Ohio,407.2,116.88
CA-2025-305735,CUST-47346,2025-12-25,Paper Clips Jumbo,Office Supplies,Fasteners,West,Arizona,220.85,1.72
CA-2025-352419,CUST-85330,2025-05-04,Autonomous ErgoChair,Furniture,Chairs,East,Maryland,13.44,3.16
CA-2024-940230,CUST-33952,2024-04-04,Canon ImageCLASS,Technology,Copiers,South,Georgia,425.81,-7.25
CA-2024-909178,CUST-82954,2024-10-07,Acrylic Paint Set,Office Supplies,Art,East,Massachusetts,26.63,2.85
CA-2024-346183,CUST-18472,2024-08-18,Conference Table Mahogany,Furniture,Tables,South,Florida,91.4,-12.11
CA-2025-339017,CUST-94866,2025-08-04,Notebook Spiral,Office Supplies,Paper,West,Oregon,153.13,-2.81
CA-2024-938574,CUST-88610,2024-09-24,Floor Rug Geometric,Furniture,Furnishings,Central,Wisconsin,22.7,5.57
CA-2024-946143,CUST-59437,2024-04-09,Epson EcoTank Pro,Technology,Machines,East,Ohio,35.86,12.7
CA-2023-263834,CUST-81363,2023-02-10,Herman Miller Aeron,Furniture,Chairs,East,New York,1133.11,-124.04
CA-2024-135292,CUST-33567,2024-11-25,IKEA Markus,Furniture,Chairs,East,Massachusetts,223.55,-18.35
CA-2025-500584,CUST-77580,2025-10-09,OnePlus 12,Technology,Phones,South,Florida,31.75,7.19
CA-2024-591862,CUST-99388,2024-04-24,Microwave Oven 900W,Office Supplies,Appliances,West,California,23.75,2.07
CA-2024-863429,CUST-99906,2024-06-16,Google Pixel 8,Technology,Phones,West,Arizona,49.03,7.65
CA-2023-635381,CUST-18770,2023-03-17,Floor Rug Geometric,Furniture,Furnishings,South,Florida,181.44,-11.26
CA-2024-391077,CUST-96795,2024-07-26,Solid Wood Bookcase,Furniture,Bookcases,West,Washington,894.75,76.08
CA-2023-561552,CUST-52604,2023-04-03,Rubber Bands Premium,Office Supplies,Fasteners,West,Oregon,33.94,10.97
CA-2023-875024,CUST-27709,2023-02-18,Wall Clock Modern,Furniture,Furnishings,West,Arizona,88.84,42.24
CA-2023-216656,CUST-13828,2023-12-07,Dining Table Oak,Furniture,Tables,East,New York,131.47,11.62
CA-2025-135634,CUST-69156,2025-05-05,Sticky Notes Neon,Office Supplies,Paper,Central,Michigan,7.07,0.1
CA-2025-414925,CUST-93276,2025-06-25,OnePlus 12,Technology,Phones,West,Colorado,216.75,58.11
CA-2024-515648,CUST-78847,2024-03-20,Anker USB-C Hub,Technology,Accessories,West,Washington,516.18,160.83
CA-2026-747341,CUST-88682,2026-03-22,Paper Clips Jumbo,Office Supplies,Fasteners,South,Florida,46.66,1.05
CA-2025-880926,CUST-13744,2025-09-16,Autonomous ErgoChair,Furniture,Chairs,South,Virginia,204.4,22.83
CA-2026-537625,CUST-26715,2026-02-10,Sticky Notes Neon,Office Supplies,Paper,East,Maryland,56.09,20.29
CA-2025-956626,CUST-88033,2025-06-28,Herman Miller Aeron,Furniture,Chairs,South,Virginia,52.14,-13.67
CA-2024-162068,CUST-70058,2024-03-29,Steelcase Gesture,Furniture,Chairs,South,Georgia,7.94,-2.03
CA-2025-961396,CUST-48244,2025-09-12,Autonomous ErgoChair,Furniture,Chairs,South,Florida,331.57,-21.95
CA-2023-248586,CUST-89285,2023-10-04,Wall Clock Modern,Furniture,Furnishings,Central,Illinois,96.43,0.21
CA-2023-807755,CUST-89003,2023-07-14,Sticky Notes Neon,Office Supplies,Paper,South,North Carolina,44.27,18.06
CA-2026-752667,CUST-93555,2026-02-15,3D Printer Ender 3,Technology,Machines,East,Massachusetts,230.22,10.68
CA-2026-117297,CUST-50379,2026-05-10,Acrylic Paint Set,Office Supplies,Art,South,North Carolina,28.72,2.08
CA-2025-609733,CUST-21120,2025-03-27,Cricut Maker 3,Technology,Machines,West,Arizona,352.21,18.01
CA-2025-928791,CUST-17069,2025-04-16,Acrylic Paint Set,Office Supplies,Art,Central,Indiana,9.71,1.7
CA-2023-476794,CUST-82127,2023-12-29,Industrial Metal Bookshelf,Furniture,Bookcases,East,Ohio,44.77,-6.59
CA-2023-253124,CUST-94092,2023-05-02,Desk Lamp LED,Furniture,Furnishings,South,Virginia,1322.58,57.56
CA-2023-387516,CUST-28800,2023-07-20,Brother Monochrome Copier,Technology,Copiers,East,Massachusetts,17.57,3.81
CA-2024-886261,CUST-18556,2024-11-04,Brother Monochrome Copier,Technology,Copiers,South,North Carolina,149.01,43.44
CA-2026-825753,CUST-66882,2026-02-06,Samsung Galaxy S24,Technology,Phones,South,Virginia,112.17,28.13
CA-2024-158478,CUST-47772,2024-04-27,Solid Wood Bookcase,Furniture,Bookcases,Central,Illinois,336.61,93.19
CA-2023-277912,CUST-84965,2023-04-14,Billy Bookcase White,Furniture,Bookcases,South,Tennessee,45.04,5.94
CA-2023-912853,CUST-11140,2023-03-05,HP LaserJet Pro Copier,Technology,Copiers,Central,Michigan,323.8,115.58
CA-2025-670387,CUST-11207,2025-09-03,Keychron K2 Keyboard,Technology,Accessories,West,California,1196.25,67.37
CA-2025-565918,CUST-88405,2025-03-30,Heavy Duty Binder,Office Supplies,Binders,South,Florida,42.22,6.55
CA-2024-282170,CUST-30878,2024-02-11,Sticky Notes Neon,Office Supplies,Paper,East,New York,95.3,13.35
CA-2025-808770,CUST-51862,2025-02-10,Notebook Spiral,Office Supplies,Paper,West,Oregon,31.02,6.25
CA-2025-202239,CUST-25072,2025-05-30,Rubber Bands Premium,Office Supplies,Fasteners,South,Tennessee,37.14,9.96
CA-2024-349877,CUST-37103,2024-12-20,Anker USB-C Hub,Technology,Accessories,South,Georgia,62.75,16.0
CA-2023-413295,CUST-10276,2023-05-06,IKEA Markus,Furniture,Chairs,South,Florida,399.24,106.86
CA-2025-142727,CUST-96156,2025-06-29,Epson EcoTank Pro,Technology,Machines,South,Florida,753.12,-29.46
CA-2023-849078,CUST-25038,2023-07-13,Keychron K2 Keyboard,Technology,Accessories,East,Massachusetts,214.1,39.74
CA-2025-685676,CUST-42955,2025-06-28,Cricut Maker 3,Technology,Machines,Central,Wisconsin,47.56,5.77
CA-2023-563937,CUST-32031,2023-12-24,HP LaserJet Pro Copier,Technology,Copiers,East,Massachusetts,496.15,-34.41
CA-2024-248694,CUST-78487,2024-05-22,Floor Rug Geometric,Furniture,Furnishings,South,North Carolina,10.57,-0.92
CA-2026-954336,CUST-38454,2026-06-08,Samsung Galaxy S24,Technology,Phones,Central,Wisconsin,375.02,174.35
CA-2024-378710,CUST-40750,2024-12-26,Binder Clips Assorted,Office Supplies,Fasteners,East,Massachusetts,49.11,-4.2
CA-2024-767505,CUST-10159,2024-10-21,Coffee Table Pine,Furniture,Tables,East,Massachusetts,95.31,13.75
CA-2023-957558,CUST-66378,2023-09-17,Wall Clock Modern,Furniture,Furnishings,South,Georgia,40.92,-10.76
CA-2023-670442,CUST-58766,2023-12-20,Epson EcoTank Pro,Technology,Machines,South,Florida,5.05,0.54
CA-2026-913349,CUST-54757,2026-01-24,HP LaserJet Pro Copier,Technology,Copiers,West,California,171.43,38.19
CA-2025-564028,CUST-65103,2025-07-28,Premium Copy Paper A4,Office Supplies,Paper,South,North Carolina,42.46,7.96
CA-2025-191218,CUST-53148,2025-06-29,Apple Pencil,Technology,Accessories,West,Arizona,454.74,186.8
CA-2024-338038,CUST-42441,2024-02-05,Herman Miller Aeron,Furniture,Chairs,West,Colorado,469.87,-47.75
CA-2023-916228,CUST-25372,2023-08-23,3D Printer Ender 3,Technology,Machines,Central,Indiana,489.99,144.0
CA-2024-467570,CUST-26211,2024-06-16,Compact Refrigerator,Office Supplies,Appliances,East,New York,25.09,3.77
CA-2023-940552,CUST-15355,2023-08-15,Premium Copy Paper A4,Office Supplies,Paper,East,Maryland,82.71,21.36
CA-2023-443567,CUST-90769,2023-01-31,Samsung Galaxy S24,Technology,Phones,South,Florida,641.33,218.77
CA-2023-948923,CUST-33554,2023-10-01,Picture Frame Set,Furniture,Furnishings,Central,Indiana,317.25,6.47
CA-2025-685236,CUST-84083,2025-12-24,Crayola Colored Pencils,Office Supplies,Art,Central,Illinois,10.32,-1.69
CA-2023-914604,CUST-71997,2023-02-22,Apple Pencil,Technology,Accessories,East,New York,58.12,14.03
CA-2026-910904,CUST-92594,2026-03-07,Paper Clips Jumbo,Office Supplies,Fasteners,West,Arizona,5.45,1.35
CA-2026-323461,CUST-25193,2026-04-26,3D Printer Ender 3,Technology,Machines,West,California,299.67,63.68
CA-2024-366010,CUST-65243,2024-11-28,Steelcase Gesture,Furniture,Chairs,South,Florida,37.02,8.39
CA-2024-161240,CUST-61955,2024-06-02,Picture Frame Set,Furniture,Furnishings,West,Colorado,276.92,-23.15
CA-2025-549763,CUST-62870,2025-08-30,Crayola Colored Pencils,Office Supplies,Art,West,Colorado,84.68,-10.96
CA-2025-878883,CUST-72522,2025-12-04,Manila Envelopes Pack,Office Supplies,Envelopes,Central,Texas,46.6,13.61
CA-2026-727835,CUST-43870,2026-05-13,Microwave Oven 900W,Office Supplies,Appliances,West,Washington,213.18,39.18
CA-2025-357354,CUST-88257,2025-09-06,Microwave Oven 900W,Office Supplies,Appliances,Central,Illinois,16.49,-2.26
CA-2026-526009,CUST-87240,2026-05-07,Anker USB-C Hub,Technology,Accessories,Central,Michigan,68.58,21.24
CA-2025-349243,CUST-17006,2025-10-03,Crayola Colored Pencils,Office Supplies,Art,Central,Indiana,23.52,8.35
CA-2024-350541,CUST-90360,2024-07-12,Standing Desk Birch,Furniture,Tables,East,Maryland,176.95,-44.95
CA-2023-595164,CUST-94703,2023-01-15,Steelcase Gesture,Furniture,Chairs,Central,Texas,202.89,-16.13
CA-2023-537470,CUST-77468,2023-10-29,Industrial Metal Bookshelf,Furniture,Bookcases,East,Maryland,169.12,17.64
CA-2023-208042,CUST-57153,2023-11-27,Coffee Maker Espresso,Office Supplies,Appliances,East,New York,14.87,4.07
CA-2024-901881,CUST-83402,2024-07-13,IKEA Markus,Furniture,Chairs,South,Tennessee,148.62,-11.74
CA-2025-228389,CUST-40873,2025-06-04,Bubble Mailers padded,Office Supplies,Envelopes,Central,Texas,58.93,10.51
CA-2023-155745,CUST-78431,2023-09-02,Billy Bookcase White,Furniture,Bookcases,East,Massachusetts,76.04,22.86
CA-2023-599797,CUST-97893,2023-07-06,Samsung Galaxy S24,Technology,Phones,West,Oregon,194.27,83.84
CA-2026-381854,CUST-46777,2026-03-25,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,West,Washington,37.53,1.53
CA-2026-445740,CUST-95867,2026-03-24,Apple Pencil,Technology,Accessories,Central,Michigan,1244.08,444.06
CA-2023-207096,CUST-95663,2023-05-09,Canon ImageCLASS,Technology,Copiers,South,Virginia,43.04,-3.74
CA-2025-145740,CUST-63521,2025-11-06,Epson EcoTank Pro,Technology,Machines,South,Georgia,432.58,62.27
CA-2023-901849,CUST-73232,2023-04-24,IKEA Markus,Furniture,Chairs,West,Washington,462.86,-43.84
CA-2026-405505,CUST-97440,2026-05-01,iPhone 15 Pro,Technology,Phones,West,Oregon,512.99,181.75
CA-2025-149812,CUST-56002,2025-04-03,Microwave Oven 900W,Office Supplies,Appliances,South,North Carolina,11.99,3.7
CA-2023-369956,CUST-55607,2023-06-03,Apple Pencil,Technology,Accessories,South,Georgia,883.88,170.24
CA-2025-882215,CUST-30700,2025-01-23,3D Printer Ender 3,Technology,Machines,West,Arizona,409.29,-13.52
CA-2024-453646,CUST-56976,2024-02-25,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,Central,Texas,83.38,-1.47
CA-2023-237686,CUST-37056,2023-10-17,3D Printer Ender 3,Technology,Machines,Central,Wisconsin,203.92,101.96
CA-2024-596965,CUST-90437,2024-11-30,Samsung Galaxy S24,Technology,Phones,West,Oregon,149.93,74.96
CA-2024-714741,CUST-48578,2024-01-19,Coffee Maker Espresso,Office Supplies,Appliances,West,Colorado,53.95,14.56
CA-2023-528733,CUST-70957,2023-11-02,OnePlus 12,Technology,Phones,South,North Carolina,85.17,25.83
CA-2024-327189,CUST-17214,2024-05-10,Paper Clips Jumbo,Office Supplies,Fasteners,East,Maryland,12.29,-1.01
CA-2025-802495,CUST-13273,2025-07-26,Presentation Folder Pack,Office Supplies,Binders,East,New York,19.09,-3.32
CA-2023-692656,CUST-37128,2023-01-10,Sticky Notes Neon,Office Supplies,Paper,Central,Wisconsin,9.87,4.93
CA-2026-457246,CUST-20728,2026-01-09,Wall Clock Modern,Furniture,Furnishings,West,Colorado,411.8,205.9
CA-2025-637977,CUST-75942,2025-10-03,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,Central,Illinois,6.41,1.7
CA-2023-403664,CUST-11538,2023-09-02,Bubble Mailers padded,Office Supplies,Envelopes,West,California,21.83,-1.1
CA-2026-229887,CUST-60719,2026-01-28,Autonomous ErgoChair,Furniture,Chairs,South,Virginia,38.21,5.25
CA-2024-539030,CUST-47564,2024-11-04,Bubble Mailers padded,Office Supplies,Envelopes,East,New York,39.39,14.76
CA-2026-755348,CUST-20578,2026-04-06,Google Pixel 8,Technology,Phones,West,Oregon,1307.98,386.77
CA-2026-746238,CUST-79267,2026-01-17,Heavy Duty Binder,Office Supplies,Binders,South,Florida,76.68,7.32
CA-2024-386479,CUST-21889,2024-06-02,Acrylic Paint Set,Office Supplies,Art,East,Massachusetts,55.44,9.01
CA-2026-192036,CUST-69722,2026-02-23,Compact Refrigerator,Office Supplies,Appliances,East,New York,30.34,1.06
CA-2025-363031,CUST-33620,2025-04-25,Cardstock Heavyweight,Office Supplies,Paper,East,New York,57.05,4.12
CA-2024-583779,CUST-17846,2024-07-12,OnePlus 12,Technology,Phones,East,Ohio,620.35,118.24
CA-2025-189116,CUST-32931,2025-01-29,Industrial Metal Bookshelf,Furniture,Bookcases,Central,Illinois,7.89,0.97
CA-2023-861401,CUST-26901,2023-11-18,Cricut Maker 3,Technology,Machines,Central,Wisconsin,89.2,18.94
CA-2024-480634,CUST-24256,2024-02-29,3D Printer Ender 3,Technology,Machines,South,North Carolina,96.93,-9.16
CA-2024-235189,CUST-98229,2024-08-08,Solid Wood Bookcase,Furniture,Bookcases,South,North Carolina,24.65,0.66
CA-2023-837242,CUST-32547,2023-08-18,Apple Pencil,Technology,Accessories,West,Colorado,395.89,-5.51
CA-2025-789870,CUST-91730,2025-03-12,3-Ring Binder 2-inch,Office Supplies,Binders,Central,Illinois,38.57,11.55
CA-2025-380833,CUST-61707,2025-12-18,Epson EcoTank Pro,Technology,Machines,South,Georgia,243.47,-3.23
CA-2025-979459,CUST-11813,2025-08-04,Standing Desk Birch,Furniture,Tables,Central,Indiana,251.87,35.58
CA-2023-838096,CUST-52051,2023-10-28,3D Printer Ender 3,Technology,Machines,Central,Texas,208.69,31.44
CA-2023-957253,CUST-83903,2023-09-19,Keychron K2 Keyboard,Technology,Accessories,South,Georgia,43.88,12.97
CA-2026-588067,CUST-70686,2026-02-24,Canon ImageCLASS,Technology,Copiers,South,Georgia,2240.71,599.37
CA-2025-890449,CUST-85945,2025-11-30,3D Printer Ender 3,Technology,Machines,Central,Wisconsin,844.76,-45.95
CA-2025-319128,CUST-70128,2025-12-06,Autonomous ErgoChair,Furniture,Chairs,West,Washington,21.14,7.54
CA-2026-429231,CUST-96346,2026-03-30,Coffee Table Pine,Furniture,Tables,South,Georgia,545.63,-2.26
CA-2024-498499,CUST-79906,2024-09-30,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,South,Georgia,37.43,12.2
CA-2024-798876,CUST-99160,2024-12-21,Billy Bookcase White,Furniture,Bookcases,South,Florida,505.98,-43.27
CA-2025-511473,CUST-96664,2025-05-14,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,Central,Texas,17.85,0.73
CA-2024-105668,CUST-48506,2024-02-24,Microwave Oven 900W,Office Supplies,Appliances,East,Ohio,46.1,21.18
CA-2026-721781,CUST-98835,2026-05-13,Bubble Mailers padded,Office Supplies,Envelopes,East,Massachusetts,15.61,5.09
CA-2025-953605,CUST-66704,2025-07-22,IKEA Markus,Furniture,Chairs,Central,Wisconsin,391.06,-51.3
CA-2025-935825,CUST-28452,2025-05-09,Crayola Colored Pencils,Office Supplies,Art,South,Virginia,31.59,4.15
CA-2025-944052,CUST-13606,2025-01-15,HP LaserJet Pro Copier,Technology,Copiers,West,California,709.38,255.63
CA-2024-453827,CUST-58516,2024-06-27,Standing Desk Birch,Furniture,Tables,East,Pennsylvania,713.07,172.33
CA-2024-166197,CUST-66358,2024-06-30,Logitech MX Master 3S,Technology,Accessories,East,New York,174.11,-28.77
CA-2024-389662,CUST-16968,2024-02-18,Herman Miller Aeron,Furniture,Chairs,South,Tennessee,137.37,-12.1
CA-2025-734102,CUST-15520,2025-12-04,Logitech MX Master 3S,Technology,Accessories,East,Massachusetts,294.39,143.07
CA-2024-350144,CUST-88581,2024-10-23,Steelcase Gesture,Furniture,Chairs,South,Georgia,538.55,57.32
CA-2023-129345,CUST-53939,2023-04-25,Apple Pencil,Technology,Accessories,South,North Carolina,168.59,10.34
CA-2024-484583,CUST-64935,2024-02-16,Manila Envelopes Pack,Office Supplies,Envelopes,South,Florida,30.21,14.71
CA-2023-331324,CUST-18640,2023-06-24,Dining Table Oak,Furniture,Tables,Central,Illinois,254.52,30.58
CA-2023-504015,CUST-42972,2023-08-27,OnePlus 12,Technology,Phones,Central,Wisconsin,236.28,52.41
CA-2023-261081,CUST-25810,2023-11-01,Canon ImageCLASS,Technology,Copiers,Central,Illinois,383.02,111.69
CA-2023-747418,CUST-75048,2023-06-20,Brother Monochrome Copier,Technology,Copiers,Central,Wisconsin,105.36,35.23
CA-2024-151831,CUST-52056,2024-10-29,iPhone 15 Pro,Technology,Phones,East,New York,270.51,76.92
CA-2025-333192,CUST-82309,2025-08-04,Paper Clips Jumbo,Office Supplies,Fasteners,South,North Carolina,91.89,12.29
CA-2025-397016,CUST-47405,2025-07-30,Industrial Metal Bookshelf,Furniture,Bookcases,West,Arizona,55.14,12.91
CA-2023-851731,CUST-35307,2023-10-19,iPhone 15 Pro,Technology,Phones,East,Pennsylvania,293.1,24.87
CA-2023-145095,CUST-32335,2023-07-25,Push Pins Colorful,Office Supplies,Fasteners,South,Virginia,62.73,8.35
CA-2026-427069,CUST-18026,2026-02-19,Heavy Duty Binder,Office Supplies,Binders,West,California,26.02,0.33
CA-2024-345144,CUST-64319,2024-12-19,Keychron K2 Keyboard,Technology,Accessories,Central,Wisconsin,177.44,46.99
CA-2024-534219,CUST-99791,2024-04-29,Brother Monochrome Copier,Technology,Copiers,West,California,175.45,3.88
CA-2024-347572,CUST-27374,2024-12-27,Floor Rug Geometric,Furniture,Furnishings,Central,Wisconsin,255.18,-3.4
CA-2025-290121,CUST-94811,2025-07-26,Google Pixel 8,Technology,Phones,East,Ohio,87.01,35.34
CA-2025-735274,CUST-16859,2025-01-03,Cardstock Heavyweight,Office Supplies,Paper,East,Pennsylvania,26.72,5.38
CA-2025-473393,CUST-14886,2025-05-07,Desk Lamp LED,Furniture,Furnishings,West,California,81.65,6.61
CA-2026-137019,CUST-41709,2026-02-26,Keychron K2 Keyboard,Technology,Accessories,Central,Michigan,366.85,117.24
CA-2025-517247,CUST-53395,2025-09-25,Push Pins Colorful,Office Supplies,Fasteners,West,Washington,59.02,-1.86
CA-2025-336094,CUST-13748,2025-02-07,Standing Desk Birch,Furniture,Tables,Central,Michigan,439.78,-133.37
CA-2025-526673,CUST-45959,2025-04-07,IKEA Markus,Furniture,Chairs,East,Ohio,185.49,-5.4
CA-2023-482865,CUST-38901,2023-03-18,Wall Clock Modern,Furniture,Furnishings,Central,Wisconsin,22.41,7.71
CA-2024-688574,CUST-85403,2024-11-18,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,South,Tennessee,33.22,-5.53
CA-2025-998035,CUST-73344,2025-02-19,Crayola Colored Pencils,Office Supplies,Art,South,North Carolina,5.62,1.49
CA-2024-893076,CUST-72767,2024-05-22,Binder Clips Assorted,Office Supplies,Fasteners,South,Georgia,60.11,0.68
CA-2026-799746,CUST-33993,2026-06-12,Manila Envelopes Pack,Office Supplies,Envelopes,Central,Texas,27.29,2.13
CA-2023-695484,CUST-85324,2023-03-09,Acrylic Paint Set,Office Supplies,Art,East,Pennsylvania,11.71,5.24
CA-2025-892173,CUST-97959,2025-05-04,Billy Bookcase White,Furniture,Bookcases,South,North Carolina,163.38,63.28
CA-2025-507427,CUST-40257,2025-02-18,Steelcase Gesture,Furniture,Chairs,West,California,180.3,39.46
CA-2025-618420,CUST-57574,2025-06-06,Canon ImageCLASS,Technology,Copiers,South,Florida,423.38,66.09
CA-2024-962034,CUST-10917,2024-04-02,3D Printer Ender 3,Technology,Machines,West,California,84.07,12.48
CA-2025-317741,CUST-69821,2025-07-31,Floor Rug Geometric,Furniture,Furnishings,West,California,240.21,90.7
CA-2025-265159,CUST-96795,2025-12-02,Floor Rug Geometric,Furniture,Furnishings,East,Ohio,259.74,68.35
CA-2025-480714,CUST-32439,2025-05-25,Picture Frame Set,Furniture,Furnishings,Central,Texas,27.09,2.82
CA-2024-588051,CUST-61539,2024-10-01,Binder Clips Assorted,Office Supplies,Fasteners,South,Tennessee,173.19,-5.6
CA-2026-365471,CUST-98151,2026-05-23,Sticky Notes Neon,Office Supplies,Paper,South,Virginia,15.96,6.68
CA-2024-152446,CUST-56830,2024-04-09,Notebook Spiral,Office Supplies,Paper,South,Tennessee,7.9,0.45
CA-2025-303561,CUST-45903,2025-08-02,Autonomous ErgoChair,Furniture,Chairs,East,Ohio,394.46,5.77
